Provider ID,Hospital Name,Summary star rating,ZIP Code,City,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,MORT_30_AMI,PSI_11_POST_RESP,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,PSI_4_SURG_COMP,PSI_14_POSTOP_DEHIS,PSI_6_IAT_PTX,MORT_30_STK,PSI_8_POST_HIP,PSI_13_POST_SEPSIS,PSI_15_ACC_LAC,PSI_90_SAFETY,MORT_30_HF,PSI_3_ULCER,COMP_HIP_KNEE,MORT_30_PN,MORT_30_COPD,PSI_9_POST_HEM,HAI_2_SIR,HAI_6_SIR,HAI_3_SIR,HAI_5_SIR,HAI_4_SIR,HAI_1_SIR,READM_30_PN,READM_30_HF,EDAC_30_HF,READM_30_STK,READM_30_AMI,READM_30_COPD,READM_30_CABG,EDAC_30_AMI,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,MSPB_1,OP_10,OP_13,OP_11,OP_14,OP_8,OP_9,OP_25,OP_17,OP_12,SM_SS_CHECK,SM_PART_GEN_SURG,SM_PART_NURSE,ACS_REGISTRY,OP_4,OP_22,OP_5,OP_21,OP_20
140143,ST MARGARETS HOSPITAL,4,61362,SPRING VALLEY,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,11.93,3.67,,1.11,,2.23,0.38,14.1,0.1,5.61,0.87,0.94,13.8,0.19,3.6,16.6,7.3,4.58,,1.044,,,,,17.3,21.7,18.4,11.7,,20.0,,,15.4,4.1,1.0,5.4,4.0,0.0,,51.4,9.2,Yes,Yes,Yes,Y,N,Y,,94.0,1.0,7.0,30.0,22.0
140145,ST JOSEPHS HOSPITAL,5,62230,BREESE,IL,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Same as the national average,,Above the national average,Same as the national average,Above the national average,Same as the national average,,,4.13,,,,,0.39,,0.1,,,1.04,11.9,0.23,,14.9,8.1,4.73,,0.608,,,,,17.0,20.4,-22.4,,,19.2,,,14.8,,0.89,2.5,3.1,3.3,,,8.4,Yes,No,No,Y,N,N,,99.0,1.0,8.0,36.0,12.0
140147,RICHLAND MEMORIAL HOSPITAL,4,62450,OLNEY,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Below the national average,,9.92,4.14,,1.11,,,0.39,15.5,0.1,5.87,,0.92,13.3,0.21,,17.2,7.4,4.71,,,,,,,16.8,24.8,32.6,13.2,,22.2,,,15.6,,0.96,6.3,5.3,1.5,0.6,,4.9,Yes,Yes,Yes,Y,N,N,,94.0,1.0,2.0,29.0,15.0
140148,MEMORIAL MEDICAL CENTER,3,62781,SPRINGFIELD,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,Above the national average,12.9,8.09,4.56,2.7,1.25,155.12,2.74,0.44,15.7,0.09,7.87,1.09,0.97,16.0,0.06,2.3,18.8,9.4,4.34,0.977,0.8759999999999999,1.406,0.696,0.405,1.079,15.7,21.6,21.3,11.7,15.2,18.6,14.5,-14.3,15.0,3.9,0.98,4.4,1.4,3.3,2.6,37.3,6.8,Yes,Yes,Yes,Y,Y,Y,Y,,3.0,,63.0,19.0
140150,UNIVERSITY OF ILLINOIS HOSPITAL,2,60612,CHICAGO,IL,Acute Care Hospitals,Government - State,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,13.9,10.85,9.45,,0.98,151.64,3.82,0.43,14.5,0.11,7.17,0.8,1.28,10.6,0.39,2.9,13.0,9.0,5.09,1.318,1.04,0.64,0.655,3.3169999999999997,0.88,18.4,22.9,64.9,12.0,17.5,19.8,,81.3,17.8,5.0,1.01,4.5,3.8,0.0,0.6,27.6,6.6,Yes,Yes,Yes,Y,Y,Y,,,5.0,,96.0,52.0
140155,PRESENCE ST MARYS HOSPITAL,4,60901,KANKAKEE,IL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,12.8,13.16,6.46,,1.07,,2.17,0.35,14.7,0.1,6.69,0.85,1.11,11.3,0.11,2.4,14.3,6.2,4.26,0.7959999999999999,1.24,1.462,1.8619999999999999,,1.59,16.2,21.8,13.7,12.7,16.4,19.8,,6.9,15.3,3.8,0.93,17.2,5.4,29.0,1.0,44.4,9.4,Yes,Yes,Yes,Y,N,Y,,,3.0,,52.0,20.0
140158,MERCY HOSPITAL AND MEDICAL CENTER,2,60616,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,13.2,11.2,5.0,,1.05,122.33,2.76,0.37,11.8,0.1,7.37,0.85,1.03,8.6,0.1,2.6,16.3,6.4,4.16,1.32,0.87,1.4480000000000002,0.6779999999999999,,0.965,21.4,23.4,26.8,13.8,16.0,20.1,,2.6,17.5,4.4,1.02,5.3,2.4,0.3,1.2,32.8,5.6,Yes,Yes,Yes,Y,Y,N,Y,100.0,2.0,,86.0,53.0
140160,FHN MEMORIAL HOSPITAL,3,61032,FREEPORT,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,14.7,8.34,4.68,,1.1,,2.18,0.37,13.0,0.1,5.15,0.86,0.87,11.8,0.17,3.1,18.7,7.4,5.06,0.0,2.351,,,,0.0,17.5,23.1,13.7,11.7,15.9,20.4,,8.0,16.6,5.1,0.99,4.8,6.1,0.0,1.6,46.0,9.7,Yes,Yes,Yes,Y,N,Y,,99.0,2.0,6.0,50.0,27.0
140161,SAINT JAMES HOSPITAL,4,61764,PONTIAC,IL,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,,11.05,5.42,,1.12,,,0.39,,0.1,5.86,,1.01,13.0,0.22,2.9,17.5,7.0,4.73,,1.8459999999999999,,,,,15.9,20.8,7.5,,,18.3,,,14.7,3.9,0.87,1.4,4.9,0.3,0.4,38.1,7.8,Yes,Yes,Yes,Y,Y,Y,,99.0,0.0,5.0,39.0,6.0
140162,ST JOSEPH MEDICAL CENTER,4,61701,BLOOMINGTON,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,12.9,7.35,3.36,2.4,1.06,143.29,2.16,0.34,16.1,0.12,4.8,0.85,0.75,12.9,0.14,2.6,16.7,7.6,4.15,1.689,1.589,2.795,,,0.737,16.9,21.7,1.4,10.3,15.8,19.3,13.9,-0.3,14.5,4.7,0.9,7.3,5.0,0.4,0.8,,10.4,Yes,Yes,Yes,Y,Y,Y,,,3.0,,38.0,29.0
140164,MEMORIAL HOSPITAL OF CARBONDALE,4,62902,CARBONDALE,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,12.9,13.36,4.22,3.5,0.94,140.13,2.08,0.53,15.6,0.09,5.42,0.83,1.06,10.2,0.41,3.0,15.5,9.9,5.86,0.7190000000000001,1.112,0.331,1.6269999999999998,,0.408,18.6,25.1,20.2,13.6,17.0,24.5,15.2,1.7,16.7,3.9,1.02,12.1,5.1,16.4,3.3,,6.0,Yes,Yes,Yes,Y,Y,Y,,,3.0,,56.0,28.0
140166,ST MARYS HOSPITAL,3,62521,DECATUR,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,12.3,15.27,5.07,,1.07,148.64,2.78,0.35,14.0,0.13,6.02,0.86,1.1,11.8,0.12,3.1,16.7,7.3,5.09,0.0,0.862,1.714,0.0,,0.529,18.4,23.2,5.0,12.3,16.9,18.2,,-1.4,14.7,3.5,0.96,8.3,3.0,2.6,2.2,43.4,8.9,Yes,No,No,Y,Y,Y,,,2.0,,41.0,18.0
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,2,60461,OLYMPIA FIELDS,IL,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,13.7,22.16,6.56,3.2,1.24,114.25,2.11,0.43,14.7,0.13,8.85,0.83,1.45,10.1,0.08,3.3,14.9,8.1,4.14,1.681,0.868,0.409,1.331,,0.885,19.1,25.6,21.9,13.0,18.9,21.5,12.8,30.9,16.6,5.7,1.01,8.6,3.3,5.1,1.1,41.3,7.2,Yes,Yes,Yes,Y,N,Y,,96.0,2.0,0.0,46.0,32.0
140174,PRESENCE MERCY MEDICAL CENTER,3,60506,AURORA,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,12.7,8.56,5.66,3.6,1.23,132.39,2.15,0.4,15.4,0.1,6.19,0.85,0.96,10.6,0.12,3.7,18.3,8.4,4.71,0.321,1.0590000000000002,1.416,1.605,,0.374,18.2,20.0,-17.0,12.0,15.9,19.2,13.1,17.6,15.1,4.0,0.97,2.6,3.4,0.4,0.4,,10.2,Yes,Yes,Yes,Y,Y,Y,,93.0,5.0,10.0,47.0,32.0
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3,60098,WOODSTOCK,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,12.8,11.34,3.72,,1.3,124.13,2.18,0.41,13.7,0.11,5.18,0.85,0.96,12.3,0.41,2.7,13.3,9.6,4.3,0.703,0.442,1.455,,,0.75,17.4,20.0,-26.2,11.5,15.2,18.2,,-59.2,14.8,3.9,1.02,4.9,3.8,2.2,1.8,33.8,8.0,Yes,Yes,Yes,Y,N,Y,,97.0,1.0,5.0,53.0,32.0
140177,JACKSON PARK HOSPITAL,1,60649,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,,,5.6,,,,,0.37,,0.1,,,1.0,10.7,0.19,,13.4,7.9,4.69,0.0,0.0,,,,0.0,17.5,25.8,66.6,,,21.6,,,17.4,,1.06,1.1,,0.0,6.9,,,Yes,Yes,Yes,Y,N,N,,,0.0,,70.0,42.0
140179,LITTLE COMPANY OF MARY HOSPITAL,3,60805,EVERGREEN PARK,IL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,13.5,11.38,8.17,,1.06,151.35,2.09,0.43,11.9,0.09,6.74,0.81,1.13,10.5,0.08,3.3,16.3,7.3,3.67,1.281,1.186,2.347,0.325,,1.56,20.8,23.7,32.1,14.8,17.2,21.0,,47.7,16.6,4.6,1.0,7.0,2.8,0.7,1.3,29.6,10.1,Yes,Yes,Yes,Y,N,N,,,6.0,,96.0,72.0
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2,60622,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,12.3,14.38,3.4,,1.08,127.36,2.12,0.38,12.4,0.1,5.11,0.84,0.98,8.7,0.31,2.3,13.9,6.8,4.27,0.579,0.568,0.423,1.084,,0.958,17.5,22.0,34.3,13.3,16.6,20.4,,12.6,15.5,4.1,1.0,13.4,5.8,0.0,1.2,54.2,5.1,Yes,Yes,Yes,Y,Y,Y,,100.0,3.0,5.0,30.0,57.0
140181,SOUTH SHORE HOSPITAL,2,60617,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,,12.8,,3.87,,,,,0.37,,0.1,,,0.98,10.9,0.17,,15.3,7.3,4.59,2.114,1.3019999999999998,,3.4730000000000003,,2.423,18.7,24.1,89.2,,16.2,20.4,,47.7,16.4,,1.01,10.5,,,0.6,,4.4,Yes,Yes,Yes,Y,N,N,,,3.0,,100.0,63.0
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,3,60657,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,12.6,15.72,8.68,3.6,1.04,158.6,2.15,0.35,15.5,0.1,4.36,0.84,1.18,10.8,0.14,3.9,18.4,8.3,4.69,1.443,0.5539999999999999,0.6809999999999999,0.542,0.29100000000000004,0.879,17.8,22.1,-16.7,13.3,16.5,20.2,15.5,-13.4,14.9,4.9,0.99,3.1,8.4,0.0,,31.7,12.3,Yes,Yes,Yes,Y,Y,Y,Y,,1.0,,36.0,53.0
140184,HEARTLAND REGIONAL MEDICAL CENTER,3,62959,MARION,IL,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,14.3,24.73,6.37,,1.09,,2.21,0.42,14.7,0.1,6.69,0.87,1.43,10.8,0.17,3.1,16.5,7.5,5.05,0.0,1.4580000000000002,,,,,18.3,22.3,13.4,13.0,16.9,19.2,,2.9,15.4,5.7,0.97,1.5,3.6,0.3,0.8,,8.0,Yes,Yes,Yes,Y,N,N,,100.0,1.0,2.0,44.0,23.0
140185,MEMORIAL HOSPITAL,3,62226,BELLEVILLE,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average,Above the national average,12.5,17.58,2.93,2.4,0.99,139.28,2.06,0.42,10.9,0.09,7.02,0.82,1.09,8.7,0.07,3.3,19.2,5.8,4.59,0.9209999999999999,1.341,1.4709999999999999,0.773,0.983,0.647,17.8,22.6,0.1,10.1,17.7,17.9,12.4,14.4,15.7,4.3,0.91,5.0,5.3,1.2,1.5,33.6,6.8,Yes,No,Yes,Y,N,Y,,97.0,1.0,8.0,40.0,15.0
140186,RIVERSIDE MEDICAL CENTER,4,60901,KANKAKEE,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,13.1,12.18,3.31,3.6,1.32,127.78,2.07,0.31,15.6,0.09,5.18,0.82,0.88,11.2,0.09,2.2,13.4,6.8,3.9,0.809,0.64,0.0,0.35100000000000003,,0.307,16.2,21.4,5.1,12.3,15.5,17.9,14.9,3.6,15.6,3.9,1.05,6.3,3.6,0.8,1.7,38.0,10.3,Yes,Yes,Yes,Y,Y,Y,,,1.0,,44.0,20.0
140187,ST ELIZABETH HOSPITAL,3,62220,BELLEVILLE,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,12.5,14.04,3.85,2.8,1.3,119.97,2.17,0.53,13.2,0.1,6.41,0.85,1.11,12.0,0.44,3.1,15.9,8.1,4.64,0.478,1.013,0.0,0.0,,0.0,18.2,22.3,5.4,11.3,16.6,20.2,13.8,-4.9,15.7,4.3,0.99,19.6,4.2,16.2,2.2,,7.5,Yes,No,No,Y,N,N,,93.0,2.0,10.0,72.0,23.0
140189,SARAH BUSH LINCOLN HEALTH CENTER,4,61938,MATTOON,IL,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,13.4,8.2,4.04,,1.08,136.36,2.16,0.4,13.8,0.13,6.48,0.85,0.89,11.7,0.14,2.8,14.2,6.5,4.19,1.3259999999999998,0.764,1.6119999999999999,2.354,,0.498,17.3,21.0,-13.3,12.0,17.0,19.6,,-18.2,15.9,4.3,0.94,3.1,3.7,0.0,1.8,39.2,4.7,Yes,Yes,Yes,Y,N,Y,,100.0,3.0,8.0,66.0,18.0
140191,INGALLS MEMORIAL HOSPITAL,2,60426,HARVEY,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,13.4,6.23,4.62,3.7,1.13,138.14,2.1,0.31,11.7,0.11,4.43,0.83,0.75,8.7,0.08,2.8,14.4,8.5,4.37,1.1440000000000001,1.042,2.055,1.11,,1.048,17.9,23.6,28.7,13.0,16.7,20.6,12.9,14.8,15.2,4.2,1.01,5.5,2.6,0.8,2.7,37.9,6.5,Yes,Yes,Yes,Y,Y,Y,,100.0,4.0,0.0,49.0,21.0
140200,ELMHURST MEMORIAL HOSPITAL,3,60126,ELMHURST,IL,Acute Care Hospitals,Proprietary,Yes,Y,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,15.2,12.28,6.8,2.6,1.29,135.3,2.01,0.28,12.0,0.11,7.44,0.81,1.2,9.8,0.36,3.2,15.6,5.6,5.29,0.366,1.0979999999999999,,0.0,,0.0,16.3,22.0,7.5,11.4,17.0,18.4,14.3,42.2,14.8,4.8,1.07,3.6,5.1,0.3,0.7,41.7,8.7,Yes,Yes,Yes,Y,Y,Y,,,1.0,,59.0,29.0
140202,ADVOCATE CONDELL MEDICAL CENTER,3,60048,LIBERTYVILLE,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Above the national average,Above the national average,Below the national average,Above the national average,13.5,10.48,3.39,2.7,1.29,121.59,2.05,0.35,12.5,0.1,5.63,0.81,0.91,10.3,0.21,2.9,16.1,7.2,5.18,1.193,1.02,0.489,0.0,,0.452,15.1,20.1,-9.1,11.7,14.9,18.2,14.4,-4.9,13.8,4.5,1.04,3.2,8.2,0.8,0.6,38.2,5.6,Yes,Yes,Yes,Y,Y,Y,,,1.0,,36.0,21.0
140206,NORWEGIAN-AMERICAN HOSPITAL,1,60622,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,,13.0,,4.45,,1.11,,2.24,0.37,13.8,0.1,5.69,0.87,0.99,11.6,0.16,,15.2,7.8,4.47,0.727,0.623,,0.5589999999999999,,0.0,19.1,21.4,-1.7,,16.5,21.1,,49.0,16.6,,1.04,11.5,,7.9,0.8,,5.5,Yes,Yes,Yes,Y,N,N,,,3.0,,36.0,23.0
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,3,60453,OAK LAWN,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,12.8,10.98,6.32,1.8,0.75,145.67,1.84,0.45,11.4,0.1,7.37,1.07,1.16,10.2,0.36,2.7,13.1,6.8,7.23,0.648,1.14,0.175,0.835,0.77,0.515,17.9,20.5,10.0,13.2,18.2,19.1,11.8,6.1,15.7,5.2,1.04,3.4,3.5,1.7,0.9,35.8,7.9,Yes,Yes,Yes,Y,Y,Y,Y,,4.0,,18.0,76.0
140209,METHODIST MEDICAL CENTER OF ILLINOIS,3,61636,PEORIA,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,15.4,8.43,3.03,3.9,0.93,134.4,2.13,0.36,15.1,0.13,5.41,0.83,0.83,15.0,0.3,2.5,16.8,7.9,4.66,0.7090000000000001,0.622,0.713,2.362,,1.3880000000000001,16.1,22.9,18.7,11.3,14.8,19.8,12.3,-13.0,15.0,3.9,1.01,4.5,4.2,0.0,0.7,40.0,11.7,Yes,Yes,Yes,Y,N,Y,,,1.0,,42.0,27.0
140210,HARRISBURG MEDICAL CENTER,3,62946,HARRISBURG,IL,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Same as the national average,,Below the national average,Same as the national average,Above the national average,Below the national average,,,4.22,,1.12,,,0.38,16.0,0.1,,,0.97,11.5,0.22,,16.1,8.3,5.05,,0.653,,,,,18.4,22.2,-16.1,11.5,,22.5,,,16.3,,0.9,18.1,4.4,21.2,1.2,,7.1,Yes,Yes,Yes,Y,N,N,,100.0,1.0,6.0,67.0,50.0
140211,DELNOR COMMUNITY HOSPITAL,4,60134,GENEVA,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,13.3,11.5,3.83,,1.05,125.58,2.14,0.34,12.4,0.1,6.39,0.84,0.96,11.3,0.1,3.7,14.0,7.5,5.74,0.853,1.536,1.403,0.0,,0.6729999999999999,13.9,19.5,-10.5,11.9,15.2,19.7,,-24.5,13.6,4.3,1.04,7.4,4.0,2.1,0.7,37.2,8.6,Yes,Yes,Yes,Y,Y,Y,,,2.0,,29.0,25.0
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,4,60451,NEW LENOX,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,12.2,7.9,2.96,,1.15,126.0,2.56,0.36,14.3,0.09,5.69,0.8,0.78,9.9,0.07,3.1,13.4,7.5,4.34,0.6859999999999999,0.708,0.382,1.133,2.077,0.39399999999999996,17.3,20.9,-3.3,14.8,16.3,20.9,,8.5,15.9,5.2,1.02,4.3,3.6,0.3,1.6,45.2,6.5,Yes,Yes,Yes,Y,Y,N,,,4.0,,61.0,55.0
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,3,60123,ELGIN,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,12.7,11.7,4.05,2.6,1.03,149.46,2.19,0.45,15.5,0.1,5.44,0.86,0.94,11.0,0.12,2.2,17.7,8.2,4.93,0.0,0.77,,,,0.635,15.5,21.0,9.8,12.7,15.8,18.3,12.6,11.7,14.9,4.1,1.08,5.9,4.6,0.0,1.9,,10.0,Yes,Yes,Yes,Y,Y,Y,,,1.0,7.0,58.0,21.0
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,4,60068,PARK RIDGE,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,13.1,10.54,5.37,3.5,1.66,123.69,1.92,0.31,15.5,0.1,8.35,0.75,1.07,10.9,0.05,2.8,15.4,7.7,3.77,1.296,1.392,0.838,0.47600000000000003,0.0,0.7809999999999999,17.0,19.9,-9.6,11.5,16.4,18.9,15.2,-3.1,14.5,3.9,1.05,2.8,5.7,0.4,1.6,34.9,6.7,Yes,Yes,Yes,Y,Y,Y,Y,,2.0,,28.0,32.0
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,3,60657,CHICAGO,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,11.4,9.56,4.1,3.3,1.27,140.94,2.14,0.42,12.3,0.1,6.72,0.84,0.95,8.8,0.1,2.5,13.5,6.2,5.07,0.225,1.122,0.552,0.0,,0.131,20.3,22.4,16.3,12.3,17.1,20.1,14.4,28.4,15.8,4.9,1.0,5.9,4.8,0.0,1.4,43.1,6.0,Yes,Yes,Yes,Y,Y,Y,,,1.0,,49.0,8.0
140228,SWEDISH AMERICAN HOSPITAL,4,61104,ROCKFORD,IL,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Above the national average,11.8,13.79,4.67,3.5,1.43,125.4,2.09,0.42,12.2,0.1,6.22,1.25,1.14,11.6,0.3,2.1,16.8,7.8,7.58,0.725,1.297,0.0,1.486,0.48,0.172,17.5,21.8,5.6,11.5,16.5,21.1,13.2,-1.5,15.4,4.5,1.01,3.9,3.7,0.1,0.9,40.5,11.6,Yes,Yes,Yes,Y,Y,Y,,100.0,2.0,4.0,53.0,24.0
140231,EDWARD HOSPITAL,3,60540,NAPERVILLE,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,10.8,11.27,7.65,2.0,0.94,131.56,1.92,0.52,13.7,0.09,4.61,1.16,1.08,8.4,0.06,3.6,13.7,5.8,8.09,1.105,0.927,0.7809999999999999,1.053,0.0,0.391,18.0,22.5,8.9,13.0,17.3,20.0,16.8,26.7,15.3,4.7,1.01,6.1,3.9,0.7,0.3,41.5,12.3,Yes,Yes,Yes,Y,Y,Y,,,0.0,6.0,27.0,12.0
140233,SAINT ANTHONY MEDICAL CENTER,3,61108,ROCKFORD,IL,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,12.5,18.54,4.73,3.0,1.48,135.06,3.19,0.35,15.4,0.09,5.21,0.82,1.12,14.3,0.1,3.5,17.4,8.6,3.62,1.4809999999999999,1.1340000000000001,0.8640000000000001,1.79,0.772,1.065,16.9,21.1,-0.5,12.7,16.7,22.2,13.9,10.3,14.9,4.9,1.03,7.1,3.7,0.9,1.0,52.4,7.0,Yes,Yes,Yes,Y,Y,Y,,,1.0,,52.0,14.0
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,4,61354,PERU,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,13.9,9.13,3.55,,1.1,,2.22,0.38,15.0,0.1,5.51,0.87,0.86,13.0,0.19,2.9,19.7,8.6,4.58,,0.8059999999999999,,,,,18.8,22.8,4.4,12.0,,19.6,,,15.0,4.3,0.91,5.5,7.9,0.7,1.0,39.3,9.4,Yes,Yes,Yes,Y,N,N,,98.0,1.0,4.0,69.0,16.0
140239,ROCKFORD MEMORIAL HOSPITAL,3,61103,ROCKFORD,IL,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,15.9,17.91,4.92,3.4,1.01,134.39,2.03,0.47,16.7,0.11,7.21,1.23,1.25,13.1,0.34,2.8,18.0,8.0,4.48,0.9159999999999999,0.523,1.097,0.22399999999999998,,0.813,17.5,19.6,-7.9,11.4,17.2,20.2,13.0,10.6,15.1,5.7,1.02,11.5,3.9,2.6,0.2,39.3,,Yes,Yes,Yes,Y,Y,Y,,,4.0,,66.0,52.0
140240,WESTLAKE COMMUNITY HOSPITAL,2,60160,MELROSE PARK,IL,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,13.9,13.77,4.47,,1.09,,2.22,0.37,13.2,0.12,6.43,0.87,1.05,12.6,0.17,,13.8,8.0,4.86,1.2329999999999999,1.535,,0.0,,0.993,16.6,21.9,42.2,11.1,16.8,20.8,,-2.0,16.5,,1.09,2.2,1.8,0.9,,,11.7,Yes,Yes,Yes,Y,N,Y,,,2.0,,50.0,26.0
