Summary star rating,State,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,OP_12,SM_PART_NURSE,OP_17,SM_PART_GEN_SURG,SM_SS_CHECK,OP_25,MORT_30_PN,PSI_11_POST_RESP,PSI_6_IAT_PTX,PSI_13_POST_SEPSIS,COMP_HIP_KNEE,PSI_3_ULCER,PSI_12_POSTOP_PULMEMB_DVT,MORT_30_CABG,PSI_10_POST_KIDNEY,MORT_30_STK,PSI_14_POSTOP_DEHIS,MORT_30_HF,PSI_90_SAFETY,PSI_15_ACC_LAC,MORT_30_COPD,PSI_8_POST_HIP,MORT_30_AMI,PSI_4_SURG_COMP,PSI_9_POST_HEM,HAI_1_SIR,HAI_3_SIR,HAI_2_SIR,HAI_4_SIR,HAI_5_SIR,HAI_6_SIR,EDAC_30_AMI,READM_30_AMI,EDAC_30_HF,READM_30_CABG,READM_30_HOSP_WIDE,READM_30_HIP_KNEE,READM_30_COPD,READM_30_STK,READM_30_HF,READM_30_PN,MSPB_1,OP_10,OP_8,OP_13,OP_9,OP_14,OP_11,OP_20,OP_21,OP_22,OP_5,OP_4
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,17.5,10.29,0.63,5.7,2.0,0.1,5.78,2.8,1.25,15.6,2.73,12.3,1.02,0.82,7.4,0.09,16.5,162.2,4.63,0.499,0.0,0.526,,0.847,1.584,1.5,16.0,3.0,15.7,15.5,3.4,19.8,12.0,20.7,17.8,0.97,16.2,,4.3,7.2,0.9,0.0,66.0,93.0,4.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,21.6,12.65,0.38,6.54,4.1,0.2,3.88,,1.11,14.9,2.23,11.4,1.01,0.87,9.4,0.1,14.2,,4.66,,,0.695,,,0.929,,,-2.2,,15.4,5.1,19.3,12.4,21.4,16.5,0.91,1.1,,,10.7,,0.3,40.0,86.0,3.0,14.0,96.0
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,Y,Yes,N,Y,Yes,14.5,11.11,0.39,5.83,,0.22,4.16,,1.12,,,11.5,0.96,,6.9,0.1,,,4.7,,,,,,0.526,,,-14.3,,14.7,,19.5,,19.7,16.9,0.94,1.5,,,5.8,,0.0,24.0,61.0,2.0,6.0,100.0
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,,No,N,No,N,Y,Yes,16.7,11.12,0.38,6.15,2.6,0.18,6.27,,1.1,13.0,2.22,13.2,1.05,0.86,7.9,0.1,14.1,,4.53,,,0.0,,,0.515,-1.5,16.0,-54.6,,14.7,3.9,17.7,12.6,20.1,16.9,0.98,3.0,,,15.1,1.6,3.0,27.0,57.0,2.0,6.0,99.0
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,No,N,Y,Yes,15.7,10.59,0.38,5.76,3.4,0.19,3.91,,1.11,15.2,,13.7,0.92,,7.9,0.1,13.4,,4.69,,,,,,0.7490000000000001,,,5.1,,14.6,4.7,18.8,12.5,21.1,16.4,0.9,7.3,38.1,5.7,6.4,0.9,1.8,29.0,47.0,1.0,6.0,98.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Yes,Y,No,Y,Y,Yes,16.8,8.66,0.32,5.31,2.9,0.09,4.06,,1.23,17.3,2.03,12.7,0.84,0.82,7.1,0.09,15.0,138.11,4.58,0.948,1.45,1.0490000000000002,0.746,0.898,0.794,6.7,16.3,30.5,,15.1,4.5,20.3,12.6,23.5,16.6,1.02,0.4,41.3,3.7,6.3,0.8,0.0,28.0,66.0,2.0,6.0,95.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,19.2,13.86,0.39,9.34,,0.32,5.12,,0.93,17.4,2.16,11.7,1.22,1.26,9.2,0.1,14.7,147.39,4.08,0.725,0.503,2.9360000000000004,,0.462,0.975,46.4,16.8,42.5,,14.9,,19.6,12.6,23.5,16.7,1.04,9.7,52.2,,3.6,0.8,2.7,38.0,54.0,2.0,,
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Yes,N,Yes,N,Y,Yes,13.5,,0.35,,3.9,0.08,3.37,,,13.9,2.68,9.4,0.91,0.83,6.2,0.11,12.6,137.47,4.79,0.535,0.0,0.436,0.531,1.328,0.5579999999999999,24.6,16.3,30.3,,15.4,6.6,21.3,11.5,22.0,19.0,0.98,17.6,39.2,,7.4,1.5,10.9,30.0,62.0,2.0,3.0,84.0
2,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,Yes,Y,Yes,N,Y,Yes,15.2,,0.39,,,0.23,,,,,,12.3,0.99,,8.2,0.1,,,,,,,,,,,,19.7,,15.0,,19.2,,21.7,17.3,0.89,9.7,,,2.6,,8.5,28.0,53.0,1.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,Below the national average,Yes,N,Yes,N,Y,Yes,18.3,,0.39,,,0.24,4.28,,,,,11.6,0.98,,7.9,0.1,,,4.74,,,,,,,,,-26.6,,15.4,,18.8,,21.5,17.8,1.0,18.4,,3.2,11.2,,25.2,23.0,65.0,2.0,17.0,98.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,14.2,10.84,0.49,4.31,3.2,0.06,5.75,3.5,0.97,15.8,2.51,11.6,0.93,1.17,7.3,0.11,12.5,124.92,4.92,0.445,1.133,0.361,0.693,0.363,0.619,-19.5,15.3,5.1,11.4,14.4,4.0,19.4,12.0,21.5,15.7,0.95,4.8,32.6,3.6,6.4,0.4,0.0,23.0,57.0,2.0,,
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Yes,N,Yes,N,Y,Yes,18.5,7.89,0.34,6.11,3.3,0.41,4.22,,1.04,12.8,2.2,13.0,0.91,0.85,9.4,0.1,15.2,130.74,4.17,0.8170000000000001,0.586,1.892,,2.764,0.7559999999999999,24.5,17.1,-19.6,,15.7,5.8,20.0,11.7,20.8,18.5,1.04,36.5,44.9,,6.4,1.6,24.7,32.0,51.0,4.0,,
2,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.8,10.86,0.65,5.4,2.6,0.09,4.5,,1.02,14.0,2.07,14.4,0.94,0.81,8.6,0.1,14.5,140.35,4.01,0.6509999999999999,0.964,0.531,0.32299999999999995,1.578,1.368,17.8,17.6,-0.3,,16.5,4.0,20.1,12.8,20.9,18.5,1.03,5.4,45.2,6.5,9.0,1.7,0.0,78.0,110.0,3.0,,
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.3,15.41,0.4,5.85,3.2,0.65,7.65,2.0,1.08,12.8,2.05,9.3,1.31,0.77,7.2,0.09,11.7,127.78,5.78,1.3869999999999998,0.753,0.628,0.408,1.098,1.042,11.8,16.2,-0.5,13.0,15.2,4.2,20.1,12.3,19.1,17.8,0.95,8.2,43.4,3.8,8.0,0.5,0.1,19.0,76.0,3.0,18.0,67.0
2,GA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.6,15.54,0.66,5.43,,0.92,4.66,,1.09,20.4,2.08,10.9,1.26,0.82,6.6,0.1,13.8,142.52,5.81,1.814,1.669,0.8029999999999999,0.0,1.046,0.415,31.5,17.9,30.2,,16.6,,21.0,13.3,23.8,18.4,0.97,3.6,42.0,2.7,5.8,3.3,0.0,75.0,86.0,7.0,,
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.1,4.08,0.44,3.95,1.6,0.06,3.75,2.1,0.82,13.0,1.92,10.4,0.65,0.73,7.5,0.11,14.6,127.69,5.41,0.917,1.959,1.847,0.934,0.624,0.843,30.1,18.3,21.7,16.2,16.0,3.9,21.4,12.2,22.0,16.8,0.94,7.0,,5.4,10.1,0.9,0.0,31.0,49.0,1.0,,
4,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,12.1,19.77,0.84,7.08,3.1,0.25,6.11,2.0,1.31,12.2,1.74,11.0,1.41,0.64,9.1,0.11,11.7,110.85,6.43,1.599,1.31,1.307,1.121,1.3530000000000002,0.442,7.5,16.4,26.1,11.4,15.0,4.8,17.6,12.6,20.7,17.4,0.95,12.4,42.5,6.1,11.0,1.4,1.1,26.0,70.0,0.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,12.7,,0.39,,,0.22,,,,,,10.1,0.95,,7.2,0.1,,,,,,,,,,,,-14.4,,15.3,,18.9,,21.2,16.3,0.73,14.1,,,7.1,,14.0,44.0,62.0,2.0,10.0,85.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Above the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.0,,0.47,,2.6,0.05,5.24,2.6,,13.7,2.49,11.4,1.0,0.77,7.3,0.09,12.8,130.56,4.11,1.015,1.832,0.7120000000000001,0.893,0.821,0.7809999999999999,5.3,15.0,9.4,11.8,14.6,3.6,17.3,13.5,20.3,16.2,0.98,6.9,39.1,5.8,15.9,1.1,0.1,51.0,52.0,2.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Yes,N,Yes,N,Y,Yes,15.0,9.23,0.36,5.17,3.2,0.51,3.96,,1.28,15.9,2.2,13.1,0.94,0.86,7.0,0.1,13.7,,5.04,0.0,,0.0,,,0.44,,,52.8,,16.5,4.8,17.3,12.2,23.2,17.6,0.9,8.3,,6.0,7.7,1.0,3.5,25.0,46.0,2.0,5.0,99.0
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.3,14.54,0.35,5.44,3.3,0.12,5.53,,1.08,14.4,2.18,10.3,1.06,0.85,10.3,0.1,13.2,,4.78,0.769,0.851,1.267,0.596,3.832,1.091,-16.2,15.4,-3.0,,14.7,4.9,19.7,12.2,22.8,17.9,0.99,9.1,,5.3,9.9,1.2,1.8,45.0,62.0,3.0,8.0,96.0
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,15.2,,0.39,,,0.22,4.15,,,15.9,,12.0,0.98,,8.8,0.1,,,4.7,,,,,,0.472,,,1.3,,14.9,,18.8,,22.9,16.8,1.01,14.0,,,6.7,,16.7,13.0,44.0,1.0,5.0,100.0
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Above the national average,Yes,Y,No,N,Y,Yes,15.7,14.57,0.34,5.95,3.9,0.36,5.86,,1.09,16.2,2.12,12.5,1.15,0.84,9.4,0.09,13.5,147.34,5.45,2.449,0.293,2.999,,0.45,0.649,-15.4,15.9,20.2,,15.5,3.8,18.7,13.2,21.6,15.2,0.92,5.1,26.4,6.5,6.1,3.8,0.7,48.0,46.0,4.0,8.0,79.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,15.2,12.66,0.38,5.72,,0.2,4.74,,1.1,13.5,,13.9,1.01,0.87,7.1,0.1,14.0,,4.68,,,2.442,,,0.605,-17.9,15.9,-43.1,,16.3,,19.5,12.4,19.4,17.9,0.84,5.0,43.2,5.5,3.5,0.9,0.0,25.0,53.0,2.0,4.0,93.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,16.4,12.5,0.43,6.52,3.0,0.16,4.19,,1.11,16.4,2.76,11.4,1.02,0.86,9.3,0.1,13.8,139.22,4.76,0.332,,0.43,,,0.742,,,19.3,,16.6,5.0,21.5,12.2,22.9,19.1,0.97,2.1,,5.5,11.5,1.2,0.0,24.0,51.0,1.0,11.0,100.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Below the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,18.9,13.11,0.29,6.8,2.8,0.05,4.42,3.5,1.36,17.7,2.51,9.7,1.02,0.77,8.4,0.09,15.0,134.46,4.46,0.6890000000000001,2.136,0.741,1.783,0.8440000000000001,1.414,5.8,17.1,6.1,15.3,15.0,4.4,19.0,14.6,20.8,17.0,1.01,3.4,,2.4,5.7,0.4,0.4,44.0,57.0,5.0,,
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,17.9,,0.39,,,0.22,,,,,,12.1,0.99,,7.4,0.1,,,,,,,,,0.536,,,25.7,,14.9,,18.0,,22.3,17.7,0.87,11.0,,,5.8,,11.2,31.0,44.0,2.0,7.0,100.0
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.9,,0.41,,3.1,0.09,4.17,,,19.4,2.75,10.7,0.98,1.27,6.9,0.1,13.6,121.06,5.57,1.671,0.0,3.414,,1.337,0.677,85.4,17.3,17.4,,15.9,4.3,20.9,12.2,24.2,18.4,1.04,4.6,36.7,3.7,3.3,0.7,3.6,30.0,71.0,2.0,30.0,
4,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,16.1,,0.39,,,0.23,4.95,,,,,11.7,1.14,,8.2,0.1,,,4.71,,,,,,0.889,,,-0.2,,15.2,,19.1,,20.7,15.9,0.86,5.1,,,6.9,0.0,3.2,30.0,58.0,2.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.3,9.29,0.3,5.16,2.9,0.08,4.04,2.3,0.98,13.9,2.07,11.6,0.83,0.8,9.4,0.11,13.6,153.74,4.83,0.094,0.0,0.467,1.0590000000000002,0.332,0.677,7.4,17.5,-11.2,14.2,15.3,4.7,19.8,11.5,22.6,16.9,1.0,9.4,,6.2,7.0,1.0,0.2,63.0,89.0,11.0,,
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Yes,N,Yes,N,Y,Yes,13.4,,0.38,,3.1,0.19,4.65,,,16.2,,11.1,1.0,,7.6,0.12,13.5,,4.68,,,,,,1.364,,,-19.4,,15.7,4.7,20.1,12.3,21.8,16.2,0.99,14.3,,5.2,17.2,1.5,10.2,25.0,57.0,2.0,10.0,98.0
4,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,14.6,13.82,0.41,6.99,2.3,0.13,4.11,,1.3,13.2,2.23,13.0,1.06,0.87,8.3,0.1,13.3,143.68,4.37,3.025,,0.753,,,1.539,-9.9,16.1,12.4,,15.0,3.4,18.7,11.6,20.7,16.5,0.94,2.2,,1.6,4.6,1.9,0.0,6.0,23.0,0.0,4.0,100.0
4,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Yes,Y,Yes,N,Y,Yes,15.0,17.32,0.43,5.21,3.2,0.84,4.62,,1.09,13.2,2.71,11.5,1.23,0.85,7.4,0.1,13.9,141.72,4.4,,1.694,0.0,,,1.224,0.6,17.2,0.3,,14.5,5.2,18.1,12.6,21.3,16.5,0.97,14.6,49.3,5.1,8.9,0.7,2.5,25.0,40.0,2.0,6.0,89.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,18.2,6.95,0.46,4.32,2.7,0.21,5.04,6.1,1.09,15.6,1.93,11.0,0.83,1.54,9.3,0.11,15.4,130.5,4.22,0.8420000000000001,1.54,0.616,,0.6809999999999999,1.895,-2.5,14.8,-13.2,13.2,13.4,4.0,17.1,10.8,18.9,17.0,1.01,5.7,32.1,5.0,8.7,1.4,0.4,31.0,21.0,2.0,,
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,17.2,11.42,0.39,5.82,3.1,0.22,4.21,,1.12,16.3,,13.4,0.97,,7.4,0.1,,,4.72,,,,,,0.0,,,-26.2,,14.6,4.3,19.4,12.2,20.4,17.4,0.86,19.5,55.6,,6.5,,3.9,32.0,81.0,2.0,,
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.5,,0.45,,3.2,0.22,4.69,,,,,11.4,1.01,0.87,9.4,0.1,,,5.03,,,,,,0.0,,,-30.2,,14.5,4.0,19.1,,20.7,15.8,1.01,7.2,34.8,3.1,7.3,0.5,0.0,18.0,52.0,2.0,8.0,94.0
4,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Above the national average,,Yes,N,Yes,N,Y,Yes,14.6,,0.39,,,0.24,,,,,,12.2,0.99,,7.2,0.1,,,,,,,,,,,,-22.3,,15.1,,19.7,,20.6,16.8,0.8,14.4,,,8.5,,5.6,30.0,58.0,2.0,14.0,100.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,16.4,8.95,0.43,4.43,3.3,0.58,4.84,,1.16,12.8,2.07,10.6,0.95,0.8,8.1,0.09,13.7,139.64,4.67,1.383,0.61,0.35,0.195,1.208,1.079,23.6,16.0,42.2,,15.4,4.2,20.1,12.6,22.3,15.8,1.0,8.4,,5.8,12.5,1.1,0.6,30.0,51.0,1.0,8.0,97.0
3,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,16.1,13.42,0.39,5.81,3.2,0.22,4.03,,1.11,,2.23,12.7,1.01,0.87,9.1,0.12,,,4.69,,,,,,0.745,,,3.8,,14.8,4.2,19.4,,22.0,15.7,0.96,12.4,,3.1,6.5,,8.6,36.0,49.0,2.0,13.0,76.0
4,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.1,12.58,0.38,5.81,3.0,0.18,3.85,,1.11,13.8,2.83,10.2,0.98,0.87,6.8,0.1,,,4.96,0.851,,0.6409999999999999,,,1.769,,,-26.6,,15.0,4.2,21.7,12.1,20.4,16.6,0.91,13.3,,8.3,10.3,1.3,12.5,20.0,33.0,2.0,7.0,95.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,14.1,,0.39,,2.8,0.2,4.08,,,,,13.0,0.97,,7.0,0.1,12.6,,4.7,,,,,,0.362,,,30.6,,14.5,4.9,20.1,,22.3,16.1,0.85,15.6,,,5.9,1.1,8.4,24.0,69.0,3.0,,
4,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,No,Y,Y,Yes,16.5,7.88,0.38,7.63,2.7,0.1,6.14,,1.18,14.3,2.04,12.4,1.02,0.8,7.5,0.1,15.4,144.04,5.08,0.625,0.525,0.8340000000000001,0.695,1.011,0.601,8.3,15.6,-0.1,,15.8,5.2,19.4,13.8,20.1,16.5,0.97,10.6,37.0,5.3,10.2,1.7,0.5,25.0,57.0,1.0,,
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,19.6,10.87,0.3,7.79,,0.11,3.5,5.3,1.35,15.1,2.05,10.4,1.0,0.8,6.6,0.09,14.9,163.15,5.49,1.876,0.484,0.752,1.45,1.7480000000000002,0.608,7.6,16.6,17.6,14.6,15.6,,20.1,12.6,20.9,17.6,0.97,2.7,,,5.5,0.7,0.5,5.0,21.0,1.0,,
2,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,No,Y,No,N,Y,Yes,16.4,23.72,0.4,5.48,2.6,0.13,3.68,,1.06,14.5,2.19,12.6,1.24,0.85,7.2,0.1,15.2,,5.53,0.984,,1.941,,2.049,0.731,6.0,16.1,36.6,,15.6,4.5,21.5,13.8,23.8,16.5,1.0,5.0,,0.0,10.1,1.1,3.8,158.0,115.0,7.0,,
3,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,15.1,6.51,0.4,4.88,4.1,0.08,3.39,4.6,1.3,15.5,2.06,11.6,0.75,0.82,7.2,0.1,13.5,167.85,4.7,1.961,0.324,1.83,,1.149,0.6579999999999999,5.9,16.2,4.5,13.6,15.5,4.9,20.1,11.5,21.4,18.2,0.91,2.3,,4.5,5.6,1.4,2.3,6.0,39.0,1.0,,
3,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,17.1,4.15,0.37,4.84,3.3,0.1,4.2,,1.01,14.5,2.15,10.2,0.71,0.84,9.4,0.1,15.1,141.59,4.7,2.9960000000000004,0.0,1.599,0.0,4.418,0.405,17.2,16.8,0.7,,16.1,5.3,17.5,11.8,21.7,17.0,0.98,2.2,,10.2,12.0,1.4,0.0,5.0,30.0,1.0,,
4,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,Y,Y,Yes,18.3,8.69,0.36,5.45,2.4,0.14,5.79,,1.1,11.8,2.18,13.0,0.93,0.86,7.2,0.11,13.4,,4.78,1.087,0.0,0.7020000000000001,,0.0,0.55,18.8,16.4,9.0,,14.9,3.7,19.5,12.2,23.0,16.4,0.94,8.5,,4.2,12.3,1.5,0.1,28.0,60.0,1.0,10.0,88.0
4,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,21.7,,0.39,,,0.22,4.08,,,,2.22,11.0,0.98,0.87,8.2,0.1,,,4.68,,,,,,0.0,,,-16.4,,15.5,,19.1,,21.0,16.3,0.91,7.7,,3.4,6.2,,4.4,17.0,57.0,2.0,7.0,99.0
2,GA,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,N,Yes,N,Y,Yes,22.0,17.34,0.42,6.5,2.5,0.09,3.33,,1.06,15.2,2.09,12.9,1.08,0.82,9.6,0.11,14.7,124.15,4.49,1.802,1.119,1.372,0.0,2.398,0.511,22.1,16.6,36.6,,15.5,5.0,20.6,11.5,25.3,20.5,0.98,5.1,,5.8,10.8,1.5,0.0,116.0,94.0,6.0,,
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,17.5,10.77,0.34,5.86,2.6,0.1,4.37,,1.09,14.2,2.16,10.4,0.92,0.85,7.7,0.1,14.7,136.33,4.15,0.574,2.086,1.119,,1.2819999999999998,0.593,52.0,17.3,23.6,,15.7,5.2,20.0,13.0,25.3,18.1,1.02,8.7,,6.7,11.1,1.7,2.8,6.0,41.0,1.0,6.0,93.0
3,GA,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,Same as the national average,,Same as the national average,Below the national average,Same as the national average,,Yes,N,Yes,N,Y,Yes,15.5,,0.39,,,0.24,4.29,,,,,12.9,0.99,,7.5,0.1,,,4.74,,,,,,,,,20.3,,15.9,,20.9,,21.8,16.9,0.72,13.0,,,7.6,,,34.0,54.0,3.0,39.0,92.0
2,GA,Acute Care Hospitals,Proprietary,Yes,Y,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Yes,Y,Yes,N,Y,Yes,15.8,,0.42,,3.1,0.52,3.74,,,16.7,2.22,11.8,1.02,0.86,9.0,0.1,13.6,147.78,4.36,0.8029999999999999,,0.7559999999999999,,0.784,0.887,23.3,16.6,18.6,,16.0,4.8,22.6,12.1,24.5,18.3,1.03,4.5,,5.5,8.8,0.2,0.0,36.0,54.0,0.0,6.0,100.0
